default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_2,job,people_under_maintenance,telephone,foreign_worker
0,2,22,1,1,4421,2,2,2,1,1,1,1,39,1,1,1,1,1,1,1
0,1,24,2,4,3512,2,1,1,1,1,2,1,23,1,1,1,1,1,1,1
0,1,27,1,1,2119,2,2,2,1,1,1,1,44,1,1,1,1,1,1,1
0,1,10,1,1,2203,1,2,2,1,1,1,1,44,1,1,1,1,1,1,1
0,1,38,2,1,2270,2,2,2,1,1,2,1,37,1,1,1,1,1,1,1
0,1,31,1,1,4466,1,2,1,1,1,1,1,43,1,1,1,1,1,1,1
0,2,42,1,4,2166,1,1,2,1,1,2,1,29,1,1,1,1,1,1,1
0,1,26,2,4,2091,2,2,2,1,1,2,1,33,1,1,1,1,1,1,1
0,3,25,1,1,3079,2,1,1,1,1,2,1,41,1,1,1,1,1,1,1
0,3,32,2,3,5915,1,1,2,1,1,1,1,32,1,1,1,1,1,1,1
0,3,21,1,3,2427,2,1,2,1,1,2,1,41,1,1,1,1,1,1,1
0,1,25,1,3,6564,2,1,1,1,1,1,1,30,1,1,1,1,1,1,1
0,1,19,1,1,4887,1,2,2,1,1,2,1,44,1,1,1,1,1,1,1
0,3,26,1,3,3814,2,2,1,1,1,1,1,36,1,1,1,1,1,1,1
0,1,8,1,2,2355,2,1,2,1,1,2,1,43,1,1,1,1,1,1,1
0,3,31,1,2,5598,1,1,1,1,1,1,1,25,1,1,1,1,1,1,1
0,3,32,2,4,3748,1,1,2,1,1,1,1,28,1,1,1,1,1,1,1
0,1,22,2,1,2928,2,1,1,1,1,2,1,55,1,1,1,1,1,1,1
0,2,41,2,3,3478,2,1,2,1,1,1,1,38,1,1,1,1,1,1,1
0,2,18,2,2,3128,1,2,2,1,1,1,1,27,1,1,1,1,1,1,1
0,2,18,1,3,2336,2,1,2,1,1,1,1,40,1,1,1,1,1,1,1
0,1,1,2,1,1365,1,1,1,1,1,2,1,10,1,1,1,1,1,1,1
0,1,37,1,3,1775,2,2,2,1,1,2,1,48,1,1,1,1,1,1,1
0,2,25,2,4,1584,2,2,1,1,1,2,1,37,1,1,1,1,1,1,1
0,1,20,2,1,1268,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1
0,1,33,1,1,3745,1,1,1,1,1,2,1,37,1,1,1,1,1,1,1
0,2,21,1,3,5466,2,1,2,1,1,2,1,17,1,1,1,1,1,1,1
0,3,7,1,3,3815,2,2,2,1,1,2,1,35,1,1,1,1,1,1,1
0,3,18,1,1,3713,2,2,2,1,1,2,1,34,1,1,1,1,1,1,1
0,1,26,1,4,2573,2,1,1,1,1,2,1,45,1,1,1,1,1,1,1
0,3,28,2,4,4714,1,2,2,1,1,1,1,19,1,1,1,1,1,1,1
0,2,35,2,4,4114,1,1,1,1,1,2,1,38,1,1,1,1,1,1,1
0,2,34,2,1,2794,2,2,1,1,1,2,1,26,1,1,1,1,1,1,1
0,3,33,1,1,2087,2,2,2,1,1,1,1,50,1,1,1,1,1,1,1
0,2,47,1,2,3351,1,1,1,1,1,2,1,19,1,1,1,1,1,1,1
0,3,46,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,1,1,1
0,3,14,2,4,3925,2,2,1,1,1,1,1,31,1,1,1,1,1,1,1
0,2,11,1,4,5231,2,1,2,1,1,2,1,28,1,1,1,1,1,1,1
0,3,38,1,3,4119,1,2,1,1,1,2,1,42,1,1,1,1,1,1,1
0,1,18,1,1,3073,1,2,2,1,1,1,1,32,1,1,1,1,1,1,1
0,1,43,2,1,2496,1,1,1,1,1,1,1,51,1,1,1,1,1,1,1
0,3,22,1,4,4187,1,2,1,1,1,2,1,33,1,1,1,1,1,1,1
0,2,22,2,2,2301,1,2,2,1,1,1,1,47,1,1,1,1,1,1,1
0,2,21,1,3,3954,2,2,1,1,1,1,1,39,1,1,1,1,1,1,1
0,3,18,2,1,6262,2,1,1,1,1,1,1,30,1,1,1,1,1,1,1
0,3,8,2,1,3157,2,2,2,1,1,1,1,33,1,1,1,1,1,1,1
0,2,37,1,1,1493,2,1,2,1,1,1,1,34,1,1,1,1,1,1,1
0,1,33,1,3,3657,2,1,1,1,1,1,1,48,1,1,1,1,1,1,1
0,3,35,1,2,3190,1,2,1,1,1,1,1,35,1,1,1,1,1,1,1
0,1,21,2,4,3667,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1
0,3,21,2,3,3121,1,1,1,1,1,1,1,39,1,1,1,1,1,1,1
0,1,23,1,3,3159,1,1,1,1,1,2,1,39,1,1,1,1,1,1,1
0,3,22,2,2,3490,2,2,1,1,1,2,1,31,1,1,1,1,1,1,1
0,2,17,1,1,1,2,1,2,1,1,1,1,28,1,1,1,1,1,1,1
0,3,21,1,4,3840,1,1,1,1,1,1,1,15,1,1,1,1,1,1,1
0,2,39,2,1,1875,1,2,2,1,1,2,1,29,1,1,1,1,1,1,1
0,1,31,1,1,4801,2,1,2,1,1,2,1,33,1,1,1,1,1,1,1
0,2,19,1,1,4859,2,1,1,1,1,1,1,38,1,1,1,1,1,1,1
0,2,14,1,2,5472,1,1,2,1,1,2,1,53,1,1,1,1,1,1,1
0,3,32,2,1,3959,2,2,1,1,1,1,1,23,1,1,1,1,1,1,1
0,3,36,1,4,1,2,1,2,1,1,1,1,44,1,1,1,1,1,1,1
0,1,25,1,4,3776,2,1,1,1,1,1,1,22,1,1,1,1,1,1,1
0,2,35,1,4,3255,2,1,1,1,1,1,1,31,1,1,1,1,1,1,1
0,1,24,2,2,5846,2,2,2,1,1,2,1,53,1,1,1,1,1,1,1
0,1,15,1,1,4882,1,2,2,1,1,1,1,25,1,1,1,1,1,1,1
0,1,36,2,1,5116,1,2,1,1,1,1,1,36,1,1,1,1,1,1,1
0,3,22,1,1,3197,2,1,2,1,1,2,1,39,1,1,1,1,1,1,1
0,1,29,2,3,2843,2,2,1,1,1,1,1,9,1,1,1,1,1,1,1
0,2,43,1,1,2109,1,1,1,1,1,1,1,42,1,1,1,1,1,1,1
0,1,32,1,4,1694,2,1,2,1,1,1,1,34,1,1,1,1,1,1,1
0,3,25,1,4,1638,1,2,2,1,1,1,1,25,1,1,1,1,1,1,1
0,2,6,2,3,3792,1,1,1,1,1,2,1,37,1,1,1,1,1,1,1
0,1,41,1,3,4865,1,1,1,1,1,1,1,23,1,1,1,1,1,1,1
0,2,14,1,1,2649,1,1,1,1,1,1,1,26,1,1,1,1,1,1,1
0,3,37,1,1,2956,2,1,1,1,1,2,1,19,1,1,1,1,1,1,1
0,1,28,1,2,3946,1,2,1,1,1,1,1,36,1,1,1,1,1,1,1
0,1,15,1,4,3063,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1
0,1,24,1,2,3254,2,1,1,1,1,1,1,40,1,1,1,1,1,1,1
0,3,36,2,4,4234,1,1,2,1,1,2,1,41,1,1,1,1,1,1,1
0,2,27,1,2,1411,1,1,1,1,1,2,1,35,1,1,1,1,1,1,1
0,1,14,2,1,1164,2,1,1,1,1,2,1,28,1,1,1,1,1,1,1
0,1,30,2,1,2970,1,1,1,1,1,1,1,30,1,1,1,1,1,1,1
0,1,10,1,3,4432,2,2,1,1,1,2,1,31,1,1,1,1,1,1,1
0,1,17,2,4,2431,2,1,2,1,1,2,1,28,1,1,1,1,1,1,1
0,2,27,1,1,2166,2,1,1,1,1,1,1,41,1,1,1,1,1,1,1
0,3,49,1,1,2058,2,1,2,1,1,2,1,69,1,1,1,1,1,1,1
0,3,17,1,1,2441,1,1,2,1,1,1,1,36,1,1,1,1,1,1,1
0,2,16,1,2,4267,1,2,2,1,1,1,1,34,1,1,1,1,1,1,1
0,1,17,1,3,2887,1,2,2,1,1,1,1,20,1,1,1,1,1,1,1
0,2,36,1,1,2190,1,2,2,1,1,1,1,32,1,1,1,1,1,1,1
0,2,30,1,2,3319,1,1,2,1,1,1,1,44,1,1,1,1,1,1,1
0,2,37,2,1,4864,2,2,2,1,1,2,1,34,1,1,1,1,1,1,1
0,2,14,1,2,2074,2,1,2,1,1,1,1,44,1,1,1,1,1,1,1
0,2,36,1,1,2859,2,1,2,1,1,1,1,17,1,1,1,1,1,1,1
0,2,27,1,2,3584,2,2,1,1,1,1,1,29,1,1,1,1,1,1,1
0,3,29,1,4,4104,1,1,1,1,1,2,1,32,1,1,1,1,1,1,1
0,3,18,2,3,4992,2,1,2,1,1,2,1,29,1,1,1,1,1,1,1
0,2,14,2,2,2654,2,1,2,1,1,2,1,48,1,1,1,1,1,1,1
0,2,13,1,3,2174,1,2,2,1,1,2,1,40,1,1,1,1,1,1,1
0,2,24,1,2,3719,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1
0,3,10,1,3,4259,1,1,1,1,1,1,1,37,1,1,1,1,1,1,1
0,1,10,2,1,3728,1,1,2,1,1,1,1,37,1,1,1,1,1,1,1
0,1,17,1,4,1,2,2,2,1,1,2,1,23,1,1,1,1,1,1,1
0,1,35,1,4,5678,1,1,1,1,1,1,1,32,1,1,1,1,1,1,1
0,2,36,2,4,3535,2,2,2,1,1,1,1,38,1,1,1,1,1,1,1
0,1,22,2,2,1335,1,2,1,1,1,1,1,42,1,1,1,1,1,1,1
0,2,20,1,4,3075,2,1,1,1,1,2,1,26,1,1,1,1,1,1,1
0,1,11,2,1,2279,2,2,2,1,1,2,1,29,1,1,1,1,1,1,1
0,3,23,1,1,5100,1,2,1,1,1,1,1,42,1,1,1,1,1,1,1
0,3,23,2,4,1725,1,2,1,1,1,2,1,46,1,1,1,1,1,1,1
0,2,15,2,4,1185,2,1,1,1,1,2,1,20,1,1,1,1,1,1,1
0,1,30,2,2,4382,2,2,1,1,1,1,1,51,1,1,1,1,1,1,1
0,1,20,1,4,3253,1,1,2,1,1,2,1,21,1,1,1,1,1,1,1
0,1,20,1,3,2165,2,2,1,1,1,1,1,50,1,1,1,1,1,1,1
0,1,42,2,1,1773,2,2,2,1,1,2,1,34,1,1,1,1,1,1,1
0,1,29,1,2,1104,2,1,1,1,1,2,1,50,1,1,1,1,1,1,1
0,3,8,2,2,6389,2,2,2,1,1,2,1,50,1,1,1,1,1,1,1
0,2,30,1,1,4942,1,2,1,1,1,1,1,30,1,1,1,1,1,1,1
0,1,16,2,2,2680,1,1,1,1,1,2,1,34,1,1,1,1,1,1,1
0,3,25,1,2,2946,2,2,1,1,1,1,1,31,1,1,1,1,1,1,1
0,1,29,2,1,4214,2,2,2,1,1,1,1,33,1,1,1,1,1,1,1
0,3,16,2,3,4493,1,2,2,1,1,2,1,46,1,1,1,1,1,1,1
0,2,29,2,1,3929,1,1,1,1,1,2,1,32,1,1,1,1,1,1,1
0,1,23,1,3,190,2,2,2,1,1,1,1,51,1,1,1,1,1,1,1
0,1,40,2,1,3250,2,1,1,1,1,2,1,44,1,1,1,1,1,1,1
0,3,21,2,1,4670,2,1,1,1,1,1,1,29,1,1,1,1,1,1,1
0,2,16,1,1,5709,1,2,1,1,1,1,1,27,1,1,1,1,1,1,1
0,3,29,1,1,3110,1,2,1,1,1,1,1,37,1,1,1,1,1,1,1
0,3,40,1,4,4318,2,2,2,1,1,2,1,32,1,1,1,1,1,1,1
0,2,30,1,4,2861,1,2,1,1,1,2,1,39,1,1,1,1,1,1,1
0,1,25,2,1,5679,2,2,2,1,1,2,1,17,1,1,1,1,1,1,1
0,1,43,2,2,2920,1,1,1,1,1,2,1,21,1,1,1,1,1,1,1
0,3,41,1,1,3492,2,2,1,1,1,2,1,23,1,1,1,1,1,1,1
0,2,38,1,2,4478,2,2,2,1,1,1,1,44,1,1,1,1,1,1,1
0,2,31,1,1,2202,2,1,2,1,1,1,1,18,1,1,1,1,1,1,1
0,1,15,1,1,5865,1,2,2,1,1,2,1,45,1,1,1,1,1,1,1
0,1,31,1,4,3752,2,1,1,1,1,1,1,27,1,1,1,1,1,1,1
0,3,10,1,1,3874,2,2,1,1,1,1,1,32,1,1,1,1,1,1,1
0,1,36,1,1,4559,2,1,1,1,1,1,1,28,1,1,1,1,1,1,1
0,2,29,2,1,1484,1,1,2,1,1,1,1,45,1,1,1,1,1,1,1
0,3,39,1,1,2686,1,1,1,1,1,2,1,51,1,1,1,1,1,1,1
0,3,15,2,4,4346,2,2,2,1,1,2,1,33,1,1,1,1,1,1,1
0,2,32,1,2,3271,1,2,1,1,1,2,1,24,1,1,1,1,1,1,1
0,1,24,1,4,4240,1,2,2,1,1,1,1,44,1,1,1,1,1,1,1
0,1,11,1,4,2755,2,1,1,1,1,2,1,20,1,1,1,1,1,1,1
0,2,20,1,2,6573,2,1,1,1,1,2,1,38,1,1,1,1,1,1,1
0,1,32,1,1,3104,2,1,2,1,1,1,1,26,1,1,1,1,1,1,1
0,1,32,2,3,3355,1,1,1,1,1,1,1,17,1,1,1,1,1,1,1
0,3,14,1,4,4834,2,1,1,1,1,1,1,32,1,1,1,1,1,1,1
0,1,24,1,1,4233,1,1,2,1,1,2,1,27,1,1,1,1,1,1,1
0,1,28,2,1,1510,2,2,1,1,1,1,1,40,1,1,1,1,1,1,1
0,2,8,1,4,1,2,1,2,1,1,1,1,34,1,1,1,1,1,1,1
0,2,8,2,4,4243,1,1,2,1,1,2,1,46,1,1,1,1,1,1,1
0,2,30,1,1,4225,1,2,1,1,1,1,1,24,1,1,1,1,1,1,1
0,2,33,2,3,1587,2,2,1,1,1,1,1,35,1,1,1,1,1,1,1
0,2,27,1,3,3180,2,2,2,1,1,2,1,31,1,1,1,1,1,1,1
0,2,30,2,2,4803,2,2,2,1,1,1,1,27,1,1,1,1,1,1,1
0,3,9,2,1,482,2,2,1,1,1,1,1,54,1,1,1,1,1,1,1
0,1,21,1,1,2110,1,2,1,1,1,2,1,36,1,1,1,1,1,1,1
0,3,35,2,1,4575,2,1,1,1,1,1,1,47,1,1,1,1,1,1,1
0,1,31,2,3,3006,2,2,2,1,1,2,1,34,1,1,1,1,1,1,1
0,2,22,1,2,3006,1,2,2,1,1,1,1,31,1,1,1,1,1,1,1
0,1,49,1,2,319,1,1,2,1,1,2,1,34,1,1,1,1,1,1,1
0,3,26,2,1,1920,2,1,1,1,1,1,1,26,1,1,1,1,1,1,1
0,1,20,1,2,1240,1,2,2,1,1,1,1,33,1,1,1,1,1,1,1
0,1,35,2,3,5432,1,1,1,1,1,1,1,30,1,1,1,1,1,1,1
0,2,23,2,3,3746,1,1,1,1,1,2,1,40,1,1,1,1,1,1,1
0,3,16,1,2,2613,2,2,1,1,1,1,1,24,1,1,1,1,1,1,1
0,2,23,1,3,1839,2,1,1,1,1,1,1,15,1,1,1,1,1,1,1
0,2,29,2,3,3610,2,1,2,1,1,2,1,22,1,1,1,1,1,1,1
0,2,21,2,2,1371,1,2,1,1,1,2,1,53,1,1,1,1,1,1,1
0,1,25,2,3,4617,2,2,2,1,1,1,1,30,1,1,1,1,1,1,1
0,1,23,1,1,3587,1,2,2,1,1,1,1,42,1,1,1,1,1,1,1
0,3,3,1,3,2281,2,2,1,1,1,2,1,53,1,1,1,1,1,1,1
0,1,15,2,4,617,2,1,2,1,1,1,1,34,1,1,1,1,1,1,1
0,1,22,2,1,2839,2,1,2,1,1,2,1,15,1,1,1,1,1,1,1
0,3,38,2,1,680,1,2,1,1,1,2,1,39,1,1,1,1,1,1,1
0,2,24,1,2,3802,1,1,2,1,1,1,1,36,1,1,1,1,1,1,1
0,3,38,1,1,2470,2,1,1,1,1,2,1,23,1,1,1,1,1,1,1
1,2,52,2,9,9277,2,4,3,3,2,4,3,58,2,2,1,2,1,1,1
1,2,42,4,6,11855,3,4,4,2,1,4,2,41,2,2,2,3,1,1,1
1,3,48,2,5,10228,3,4,3,3,2,3,3,63,2,1,1,3,2,1,1
1,3,53,4,4,9215,4,4,3,3,2,3,2,53,2,1,1,2,2,1,1
1,2,41,3,3,12564,4,4,3,3,2,3,2,58,1,2,1,2,2,1,1
1,3,43,4,4,13563,4,3,4,3,1,4,3,34,1,2,1,3,1,1,1
1,3,45,2,8,13048,3,4,4,2,1,4,3,33,1,2,2,2,2,1,1
1,3,53,4,6,9079,4,3,4,3,2,4,2,58,2,2,2,2,2,1,1
1,3,19,4,5,11703,4,4,3,2,1,4,2,43,2,2,1,2,2,1,1
1,2,46,2,5,3612,4,4,3,2,2,3,3,57,1,1,1,2,2,1,1
1,3,63,4,5,10585,3,3,3,3,2,4,3,47,2,2,2,2,2,1,1
1,2,44,2,3,11083,4,3,4,3,1,4,3,39,1,2,1,2,2,1,1
1,2,49,2,3,10455,4,4,4,2,1,4,2,53,2,2,1,2,2,1,1
1,3,53,4,4,9333,3,4,3,2,1,4,3,63,1,1,1,2,1,1,1
1,2,66,4,8,13914,3,3,4,2,2,3,3,74,1,2,1,2,1,1,1
1,3,54,4,4,9720,4,4,3,2,2,4,3,48,1,1,1,3,2,1,1
1,2,57,4,6,9581,3,3,3,2,1,3,2,49,1,2,1,2,1,1,1
1,3,56,4,3,9277,4,3,4,2,2,4,3,60,1,1,1,2,1,1,1
1,3,55,2,7,13102,2,4,3,2,1,4,2,52,2,2,2,2,2,1,1
1,2,44,4,4,9122,2,4,4,2,1,3,3,39,1,1,2,2,2,1,1
1,3,43,2,8,7496,3,4,4,3,1,4,2,34,1,2,2,3,2,1,1
1,2,41,4,9,9673,2,4,4,3,2,4,3,57,1,2,2,3,1,1,1
1,3,72,4,7,15123,4,3,3,2,2,4,2,45,1,1,2,2,2,1,1
1,2,39,4,4,9097,3,4,4,3,2,3,3,37,1,2,1,3,1,1,1
1,2,53,4,8,11847,3,3,3,2,1,4,2,74,1,2,2,3,2,1,1
1,2,45,3,7,9165,3,3,3,2,2,4,2,56,2,1,2,2,2,1,1
1,2,38,3,9,9169,4,4,4,3,2,3,2,37,2,1,1,2,1,1,1
1,3,46,4,9,8317,3,4,3,2,2,4,3,45,1,1,1,3,1,1,1
1,2,55,3,7,6351,4,3,4,3,2,4,3,48,1,2,1,2,2,1,1
1,2,28,3,4,9670,2,3,3,3,1,4,3,60,1,2,2,3,2,1,1
1,3,61,2,3,12155,3,3,3,3,1,4,3,52,2,1,1,2,2,1,1
1,3,51,3,4,14728,2,3,3,3,2,3,3,52,1,1,1,2,1,1,1
1,3,50,2,3,11325,4,3,3,2,1,3,3,64,2,2,2,2,2,1,1
1,3,45,4,5,7549,2,3,3,2,2,4,2,53,2,1,1,3,2,1,1
1,3,43,4,8,12236,3,3,3,2,2,3,3,62,1,1,2,3,2,1,1
1,2,48,4,8,11362,2,3,4,2,2,4,3,50,1,1,2,3,2,1,1
1,2,73,3,5,14195,3,4,4,2,1,3,3,42,1,1,1,3,2,1,1
1,2,47,4,5,16268,2,3,4,2,1,4,3,50,2,1,1,2,1,1,1
1,2,54,2,9,13643,2,4,4,2,1,3,3,60,2,2,1,3,2,1,1
1,2,50,3,8,8821,2,4,4,2,2,4,2,50,2,2,1,2,1,1,1
1,3,56,3,5,9522,2,3,3,2,1,3,3,64,2,2,2,2,1,1,1
1,3,43,2,6,13473,3,3,4,2,2,3,2,47,2,1,1,2,1,1,1
1,3,67,3,9,8476,2,4,4,2,1,4,2,45,1,1,2,3,2,1,1
1,3,42,3,6,9578,2,4,4,3,1,4,2,53,2,1,1,2,1,1,1
1,2,54,2,4,11903,2,3,4,3,2,4,2,41,1,2,1,3,2,1,1
1,3,56,4,9,13211,3,4,3,3,1,4,3,54,2,2,2,2,2,1,1
1,3,53,3,7,10668,2,4,3,2,2,3,2,52,1,2,1,3,2,1,1
1,2,59,2,6,1322,2,4,4,3,2,4,3,36,2,2,2,3,1,1,1
1,3,45,3,6,11018,3,4,3,3,1,3,3,34,1,2,2,2,2,1,1
1,2,54,2,7,9063,2,3,4,2,1,4,3,37,2,2,1,2,2,1,1
1,3,47,3,6,7072,4,3,3,3,2,3,3,44,2,1,2,3,2,1,1
1,2,72,4,7,10072,2,3,4,2,2,4,3,47,1,2,2,3,2,1,1
1,2,50,2,6,13361,4,3,3,2,1,4,2,46,2,1,2,2,1,1,1
1,3,32,4,5,6610,2,4,4,3,2,3,2,38,1,2,2,2,1,1,1
1,3,48,2,8,14769,2,4,3,2,1,3,2,44,1,2,2,2,2,1,1
1,3,40,3,9,12936,3,4,4,3,1,3,3,49,1,1,1,2,2,1,1
1,3,58,3,7,12802,4,4,4,2,1,4,3,49,2,1,1,2,1,1,1
1,3,33,3,9,7555,2,3,3,3,2,3,3,60,2,2,2,2,2,1,1
1,2,37,3,5,9246,2,3,4,3,1,3,3,50,1,1,1,3,1,1,1
1,2,29,2,4,8851,2,4,4,3,1,4,3,45,1,2,1,2,2,1,1
1,3,45,2,7,10001,2,3,3,2,1,4,3,40,2,2,1,2,1,1,1
1,3,26,3,7,9813,2,3,4,3,1,3,3,60,1,2,1,3,1,1,1
1,3,38,4,3,9047,4,4,4,3,1,3,3,55,1,1,2,2,2,1,1
1,3,44,3,6,9466,3,3,4,3,2,3,3,56,2,2,1,2,2,1,1
1,2,60,4,9,9365,3,3,4,2,1,4,3,51,2,2,1,2,1,1,1
1,3,46,2,7,10802,4,3,3,2,2,3,2,59,1,1,1,3,1,1,1
1,3,50,2,9,5044,3,3,3,2,2,4,3,35,1,1,1,3,2,1,1
1,3,41,3,3,11459,3,3,4,2,1,3,2,38,1,2,1,3,2,1,1
1,3,58,3,8,15091,4,4,3,2,1,4,2,49,2,1,1,2,2,1,1
1,3,45,3,3,13217,3,3,3,2,1,4,2,50,2,2,1,2,2,1,1
1,2,62,2,3,7162,2,3,4,2,2,3,2,52,2,1,1,3,1,1,1
1,2,38,3,8,13133,3,3,3,2,1,3,3,27,2,2,2,3,2,1,1
1,2,57,3,5,16868,3,4,3,3,2,3,2,38,2,1,2,2,2,1,1
1,3,25,4,3,9272,2,4,3,2,2,3,3,41,1,1,2,2,1,1,1
1,3,48,2,7,12163,4,4,3,3,1,4,2,53,2,2,1,2,2,1,1
1,3,36,3,4,16898,2,3,3,3,2,4,3,47,2,1,2,3,2,1,1
1,3,40,4,6,13090,4,4,4,3,1,3,2,53,2,1,2,3,1,1,1
1,3,49,4,8,14652,2,3,3,3,1,4,2,32,1,2,2,3,2,1,1
1,2,46,3,5,6714,4,3,4,2,1,4,3,50,2,1,2,2,2,1,1
1,3,43,2,8,10706,2,4,3,3,1,4,3,36,1,1,1,3,2,1,1
1,3,46,4,3,11175,2,3,4,3,1,4,2,44,2,1,2,3,1,1,1
1,2,60,2,3,11692,2,3,3,2,1,3,2,59,2,1,1,2,1,1,1
1,2,71,4,5,12368,4,3,3,2,2,3,3,50,2,1,1,3,1,1,1
1,3,48,4,8,10468,4,4,3,2,1,3,3,45,2,1,1,2,2,1,1
1,3,36,2,5,6062,4,4,4,2,1,3,3,55,2,2,1,3,1,1,1
1,3,37,4,8,13198,3,4,3,3,1,4,3,54,1,2,1,3,1,1,1
1,3,49,3,7,11136,3,3,3,2,1,3,3,34,1,2,2,2,1,1,1
1,3,37,3,7,6464,2,4,3,3,1,4,3,60,1,1,1,3,2,1,1
1,2,46,4,9,12276,2,3,4,3,1,3,3,43,1,2,2,3,2,1,1
1,2,39,3,4,11658,2,4,3,3,1,4,3,50,2,1,1,2,1,1,1
1,2,58,2,7,11611,2,4,4,2,1,4,3,49,1,1,2,3,2,1,1
1,3,41,2,7,9139,2,4,4,3,1,4,2,60,1,2,1,2,2,1,1
1,3,56,3,8,14903,3,4,3,3,2,4,3,66,2,1,2,3,2,1,1
1,3,45,3,9,11713,2,3,3,2,2,4,3,33,2,2,2,2,2,1,1
1,3,38,3,5,7630,3,3,4,2,1,4,2,48,1,1,2,3,1,1,1
1,2,50,2,5,5371,3,4,4,3,2,3,3,37,2,1,2,3,2,1,1
1,3,30,4,6,7698,2,4,4,2,1,3,2,42,1,1,1,2,1,1,1
1,3,48,3,5,2891,4,4,3,2,1,3,2,39,2,1,1,3,2,1,1
1,3,55,3,5,9218,3,3,4,3,1,3,3,58,1,1,2,3,2,1,1
1,2,60,2,7,10386,3,4,4,2,2,3,2,48,1,1,2,2,1,1,1
1,3,46,4,8,6377,4,4,3,3,2,4,2,60,1,2,2,2,1,1,1
1,2,41,2,9,8363,3,4,4,3,2,3,3,34,1,2,1,3,2,1,1
1,2,45,3,7,14659,4,4,4,2,1,3,2,54,1,2,2,2,2,1,1
1,3,57,2,5,10321,2,4,3,2,2,3,2,50,1,2,1,3,2,1,1
1,3,42,4,5,14606,2,4,4,3,2,3,2,55,2,2,1,3,1,1,1
1,2,51,2,6,9445,2,4,3,3,2,4,3,47,1,1,1,2,1,1,1
1,2,48,2,3,9469,3,3,4,3,2,3,3,62,1,1,2,3,2,1,1
1,2,59,4,5,3402,4,3,4,3,1,4,3,47,1,1,2,3,2,1,1
1,2,48,3,4,12187,4,4,3,2,2,3,3,58,2,1,1,3,2,1,1
1,3,54,2,6,13301,3,4,3,3,2,4,2,40,1,2,1,2,1,1,1
1,3,53,2,9,8972,4,4,4,3,2,4,2,55,1,1,1,2,2,1,1
1,3,64,4,3,9069,3,4,3,2,2,4,3,66,1,1,2,3,2,1,1
1,3,43,3,8,12439,3,3,4,2,1,3,2,38,2,2,1,2,2,1,1
1,3,46,4,7,7791,3,4,4,2,1,3,2,46,1,2,2,3,1,1,1
1,3,28,3,5,7653,2,4,3,2,2,3,2,59,1,1,1,2,2,1,1
1,2,32,3,4,10951,4,4,4,3,1,4,3,62,2,2,2,3,2,1,1
1,3,43,2,7,8181,4,4,3,2,2,4,2,54,2,1,2,2,1,1,1
1,2,52,3,5,11833,3,3,3,3,1,4,2,55,1,1,1,2,1,1,1
1,3,51,3,3,7239,2,4,3,2,1,4,2,65,1,1,1,3,1,1,1
1,3,55,2,5,14528,3,3,4,2,2,4,2,46,2,2,2,3,2,1,1
1,2,32,2,8,11969,3,4,4,3,2,4,3,57,1,2,2,3,1,1,1
1,2,42,3,5,10197,3,3,4,3,2,4,2,52,2,2,1,3,2,1,1
1,3,51,3,4,7379,4,3,4,2,2,3,2,48,1,2,1,3,1,1,1
1,3,35,3,6,6826,4,3,4,2,1,4,2,46,2,2,1,3,2,1,1
1,2,63,4,7,7308,2,4,4,3,2,4,2,56,1,1,1,2,1,1,1
1,3,42,2,8,5703,3,3,4,2,2,3,3,55,2,2,2,3,2,1,1
1,2,45,3,7,14021,3,3,4,2,1,4,2,51,2,2,1,3,2,1,1
1,2,53,3,5,11026,4,3,4,3,1,3,2,41,1,2,1,2,1,1,1
1,3,38,2,9,13211,3,3,3,3,1,4,3,48,1,2,2,3,2,1,1
1,3,66,3,4,15217,2,3,3,2,2,3,2,54,1,1,1,3,2,1,1
1,2,49,3,6,13919,2,3,4,3,2,3,2,26,2,2,2,2,1,1,1
1,2,43,3,5,11348,2,4,4,3,1,3,2,38,2,1,1,3,2,1,1
1,2,39,3,7,8766,3,3,4,2,1,4,2,49,2,2,2,2,1,1,1
1,2,47,4,5,12247,4,3,3,3,1,3,2,51,1,1,2,3,1,1,1
1,2,52,3,9,10633,4,3,4,2,2,4,2,54,1,1,1,2,1,1,1
1,2,70,3,3,9218,3,4,3,2,2,4,3,49,1,1,2,2,1,1,1
1,3,55,2,8,8454,3,4,4,3,1,4,2,57,2,1,1,3,1,1,1
1,3,48,4,9,13237,4,3,3,2,1,3,2,53,1,1,1,3,2,1,1
1,3,51,2,9,14432,2,3,3,3,2,4,3,64,1,2,2,3,2,1,1
1,2,54,3,9,9174,2,3,4,2,2,4,2,78,2,2,1,2,2,1,1
1,2,32,2,6,8688,2,3,4,3,2,4,3,57,2,1,1,3,1,1,1
1,2,52,4,9,12094,2,3,4,2,1,4,2,55,2,1,1,2,1,1,1
1,3,37,3,5,8094,3,3,3,2,1,4,3,44,2,2,1,2,2,1,1
1,2,41,3,4,11811,2,3,3,3,1,3,3,63,1,1,1,3,2,1,1
